"","V2","V3"
"226",1.25509505321557,"ALDOA"
"217",-1.85880424240803,"ALDH2"
"218",-1.24481665663097,"ALDH3A1"
"10327",-1.48991423996299,"AKR1A1"
"124",-4.20680154135859,"ADH1A"
"5160",0.560593577250691,"PDHA1"
"1737",0.628252221044918,"DLAT"
"3939",0,"LDHA"
"5313",-7.86834384918901,"PKLR"
"2023",-1.41349513109934,"ENO1"
"669",1.2971990942863,"BPGM"
"2597",0.884863588235968,"GAPDH"
"7167",0.390331190229627,"TPI1"
"5211",-0.840126696066235,"PFKL"
"2203",-2.95994710511484,"FBP1"
"2821",1.22526455281256,"GPI"
"5236",0.301468671034047,"PGM1"
"3098",-0.478306605717949,"HK1"
"2645",-2.14518942437556,"GCK"
"130589",-0.991719650492534,"GALM"
"2538",-8.12241947364885,"G6PC"
"1738",0.74328918244686,"DLD"
"5230",0,"PGK1"
"5105",-5.03402818054734,"PCK1"
"55902",0,"ACSS2"
"83440",0.606670919446462,"ADPGK"
