"","V2","V3"
"8647",0,"ABCB11"
"64241",-3.00161165623231,"ABCG8"
"64240",-2.92590909186868,"ABCG5"
"9429",-0.595279590448298,"ABCG2"
"64137",0,"ABCG4"
"9619",1.96188024192068,"ABCG1"
"5826",-0.29530943749737,"ABCD4"
"5825",-1.14716531095199,"ABCD3"
"225",0,"ABCD2"
"215",0.878832039882949,"ABCD1"
"89845",-0.458212691460331,"ABCC10"
"1080",6.9968856530282,"CFTR"
"10257",0,"ABCC4"
"94160",0.330069601802734,"ABCC12"
"85320",0,"ABCC11"
"10060",-1.96107683487758,"ABCC9"
"6833",0,"ABCC8"
"368",-3.82721301788124,"ABCC6"
"10057",1.29530558942712,"ABCC5"
"8714",-3.41413472756611,"ABCC3"
"1244",-4.5894043373437,"ABCC2"
"4363",0,"ABCC1"
"22",0.648350497868611,"ABCB7"
"10058",-1.68190696231623,"ABCB6"
"340273",0,"ABCB5"
"5244",-2.39146715742347,"ABCB4"
"5243",-6.46960024630337,"ABCB1"
"23456",-0.831573171582165,"ABCB10"
"23457",1.10387362217088,"ABCB9"
"11194",0.295698299062854,"ABCB8"
"6891",-0.43131998422665,"TAP2"
"6890",0,"TAP1"
"10349",-0.819363792972101,"ABCA10"
"10350",-3.04051551461249,"ABCA9"
"10351",-3.79221822993655,"ABCA8"
"23460",-3.81346352212828,"ABCA6"
"23461",0.522293597523639,"ABCA5"
"154664",-2.91075985911363,"ABCA13"
"26154",0,"ABCA12"
"10347",0.363593645281221,"ABCA7"
"24",-7.67819312746202,"ABCA4"
"21",0,"ABCA3"
"20",1.16446911708724,"ABCA2"
"19",0.967294439261869,"ABCA1"
