"","V2","V3"
"2744",-1.32102475468682,"GLS"
"2752",-0.664393103565986,"GLUL"
"1373",-2.24421926967313,"CPS1"
"5009",2.21749884616034,"OTC"
"445",-5.20552485293525,"ASS1"
"435",-0.719923419443607,"ASL"
"383",0,"ARG1"
"162417",-0.968253955189087,"NAGS"
"95",-1.83122472698338,"ACY1"
"4942",-0.263558634245639,"OAT"
"5831",1.51787623219981,"PYCR1"
"51056",0,"LAP3"
"5033",-0.611353828175536,"P4HA1"
"1610",-7.97565507882105,"DAO"
"58510",-9.17693612184799,"PRODH2"
"8659",-2.50305089932523,"ALDH4A1"
"2805",0.576496104799805,"GOT1"
"112817",-4.3216457302182,"HOGA1"
"4842",-4.79660825300194,"NOS1"
"2628",-4.53113810407469,"GATM"
"2593",-2.03690020513683,"GAMT"
"1152",1.94747126311962,"CKB"
"113451",-1.92636660208492,"ADC"
"79814",-5.44378730055011,"AGMAT"
"4953",-2.3506864594081,"ODC1"
"5832",-0.4367397359832,"ALDH18A1"
"26",-8.49440325296658,"AOC1"
"217",-1.85880424240803,"ALDH2"
"6723",0,"SRM"
"262",-1.09200936113809,"AMD1"
"6611",-0.411337932338431,"SMS"
"6303",0,"SAT1"
"4128",-1.72160963994472,"MAOA"
"2746",0,"GLUD1"
"57571",0,"CARNS1"
"55748",-1.14793884165127,"CNDP2"
"84735",-3.48408911576242,"CNDP1"
"5625",-5.99641643424724,"PRODH"
"54498",-0.886199752482481,"SMOX"
"112849",-1.38576031038752,"L3HYPDH"
