"","V2","V3"
"36",-1.16644005692708,"ACADSB"
"35",1.29258490584391,"ACADS"
"1962",-1.77700730021799,"EHHADH"
"1892",-0.962273254363623,"ECHS1"
"34",-1.93246532948667,"ACADM"
"1632",0.963865132248695,"ECI1"
"38",0.746411820179905,"ACAT1"
"30",-0.933022605850889,"ACAA1"
"3030",0,"HADHA"
"33",0,"ACADL"
"124",-4.20680154135859,"ADH1A"
"2639",0.311451240606877,"GCDH"
"1579",-9.22889618118239,"CYP4A11"
"2180",0.68517202885741,"ACSL1"
"51",-0.948835835879055,"ACOX1"
"37",-0.790473736641662,"ACADVL"
"1374",0.459901942169022,"CPT1A"
"1376",-0.504188245101497,"CPT2"
"217",-1.85880424240803,"ALDH2"
