"","V2","V3"
"7173",0,"TPO"
"81889",0.451189256427716,"FAHD1"
"2954",0.998226024838539,"GSTZ1"
"3081",-1.89787707387078,"HGD"
"2805",0.576496104799805,"GOT1"
"4282",1.03789608464285,"MIF"
"3242",-6.55249030858025,"HPD"
"218",-1.24481665663097,"ALDH3A1"
"4128",-1.72160963994472,"MAOA"
"7299",0.593478166363512,"TYR"
"259307",0,"IL4I1"
"6898",-2.51488431926963,"TAT"
"1644",-9.30693121242654,"DDC"
"314",0,"AOC2"
"316",-5.87540694616942,"AOX1"
"2184",0.930959337743251,"FAH"
"1638",-2.08128240766679,"DCT"
"1312",-1.08326850488384,"COMT"
"124",-4.20680154135859,"ADH1A"
"5409",-1.05569003381154,"PNMT"
"1621",-3.55804389423597,"DBH"
"7054",-2.57068132510555,"TH"
"7306",-8.4808479614906,"TYRP1"
