"","V2","V3"
"5160",0.560593577250691,"PDHA1"
"5105",-5.03402818054734,"PCK1"
"5313",-7.86834384918901,"PKLR"
"231",-1.66000151881003,"AKR1B1"
"2739",-0.507433171626608,"GLO1"
"197257",1.16334849878502,"LDHD"
"3029",0,"HAGH"
"5091",-1.84485646598323,"PC"
"4200",0,"ME2"
"4199",-0.910205647883711,"ME1"
"4190",0,"MDH1"
"3939",0,"LDHA"
"55902",0,"ACSS2"
"134526",-5.49678105246455,"ACOT12"
"217",-1.85880424240803,"ALDH2"
"38",0.746411820179905,"ACAT1"
"31",0.381773042828267,"ACACA"
"9380",-0.877629446112813,"GRHPR"
"1737",0.628252221044918,"DLAT"
"1738",0.74328918244686,"DLD"
"97",-0.35029152370835,"ACYP1"
"2271",0.524546651796828,"FH"
