"","V2","V3"
"56954",-1.26276246104811,"NIT2"
"440",1.76220718872133,"ASNS"
"339983",0,"NAT8L"
"259307",0,"IL4I1"
"2805",0.576496104799805,"GOT1"
"8528",-1.08017835215178,"DDO"
"445",-5.20552485293525,"ASS1"
"159",-0.60288927848711,"ADSS"
"435",-0.719923419443607,"ASL"
"158",-0.332835103472433,"ADSL"
"189",-6.76178752738634,"AGXT"
"2875",-1.91511745022291,"GPT"
"790",0,"CAD"
"7915",-0.759961809973915,"ALDH5A1"
"2746",0,"GLUD1"
"18",-2.62037277894356,"ABAT"
"2571",1.08753173882873,"GAD1"
"2752",-0.664393103565986,"GLUL"
"2744",-1.32102475468682,"GLS"
"1373",-2.24421926967313,"CPS1"
"8659",-2.50305089932523,"ALDH4A1"
"2673",0,"GFPT1"
"5471",-0.371233775643502,"PPAT"
"443",-4.65998081490984,"ASPA"
"57494",1.16706215722235,"RIMKLB"
"284716",-2.30675908047963,"RIMKLA"
"2346",-1.52685531093146,"FOLH1"
