"","V2","V3"
"57733",-8.71013565094027,"GBA3"
"3098",-0.478306605717949,"HK1"
"2548",0,"GAA"
"6476",0.304368446249962,"SI"
"80146",-1.48763356299323,"UXS1"
"5167",-1.52985112312392,"ENPP1"
"283209",0,"PGM2L1"
"7358",-0.808297378793934,"UGDH"
"7360",0,"UGP2"
"7363",0,"UGT2B4"
"2990",0,"GUSB"
"2997",0.877683418737108,"GYS1"
"5236",0.301468671034047,"PGM1"
"2538",-8.12241947364885,"G6PC"
"2645",-2.14518942437556,"GCK"
"2821",1.22526455281256,"GPI"
"178",0,"AGL"
"2632",-0.549954299296689,"GBE1"
"11181",-7.69130903157545,"TREH"
"276",0,"AMY1A"
"8972",-1.8542657070586,"MGAM"
"5834",1.45862733586591,"PYGB"
