"","V2","V3"
"55331",0,"ACER3"
"81537",-0.844527605117031,"SGPP1"
"427",-0.638312129627273,"ASAH1"
"10715",1.32334672341304,""
"8560",-0.804694879392905,"DEGS1"
"6609",0.481285212036554,"SMPD1"
"64781",-1.35332804199543,"CERK"
"8611",-1.19315078298163,"PPAP2A"
"9517",0.648846752188567,"SPTLC2"
"2531",0.446894796100062,"KDSR"
"9514",-1.87848054497625,"GAL3ST1"
"2717",0.370897090871479,"GLA"
"4758",0,"NEU1"
"7368",0,"UGT8"
"2720",0.43731366197728,"GLB1"
"2629",-0.556503091564488,"GBA"
"7357",0,"UGCG"
"8877",0,"SPHK1"
"8879",0,"SGPL1"
"2581",-1.04485131904227,"GALC"
"410",0.636060268849493,"ARSA"
"9331",1.69324908799494,"B4GALT6"
"166929",-0.528916712312022,"SGMS2"
