"","V2","V3"
"593",0,"BCKDHA"
"1738",0.74328918244686,"DLD"
"38",0.746411820179905,"ACAT1"
"3157",0,"HMGCS1"
"5019",1.14513597369598,"OXCT1"
"3155",-0.652377803607288,"HMGCL"
"549",0.497746054115621,"AUH"
"56922",-1.16841123993712,"MCCC1"
"1892",-0.962273254363623,"ECHS1"
"3712",0.605805006460753,"IVD"
"586",2.10042238141126,"BCAT1"
"30",-0.933022605850889,"ACAA1"
"1962",-1.77700730021799,"EHHADH"
"36",-1.16644005692708,"ACADSB"
"1629",-0.594595077825915,"DBT"
"259307",0,"IL4I1"
"4594",-0.579206758773316,"MUT"
"84693",-1.04494031957554,"MCEE"
"5095",-0.506977100290729,"PCCA"
"316",-5.87540694616942,"AOX1"
"217",-1.85880424240803,"ALDH2"
"4329",-1.51775639126267,"ALDH6A1"
"18",-2.62037277894356,"ABAT"
"11112",0,"HIBADH"
"26275",-1.15064703167434,"HIBCH"
"3028",-1.00529784919562,"HSD17B10"
"34",-1.93246532948667,"ACADM"
"35",1.29258490584391,"ACADS"
"27034",0,"ACAD8"
