"","V2","V3"
"81888",-0.898505694964301,"HYI"
"48",0,"ACO1"
"112817",-4.3216457302182,"HOGA1"
"125061",-3.8598917042862,"AFMID"
"51179",-8.75309266881688,"HAO2"
"9380",-0.877629446112813,"GRHPR"
"1431",1.29602739867158,"CS"
"4190",0,"MDH1"
"132158",-0.745217550438579,"GLYCTK"
"283871",1.01579481525087,"PGP"
"38",0.746411820179905,"ACAT1"
"84693",-1.04494031957554,"MCEE"
"5095",-0.506977100290729,"PCCA"
"4594",-0.579206758773316,"MUT"
"189",-6.76178752738634,"AGXT"
"6470",-3.9105600010526,"SHMT1"
"2653",0,"GCSH"
"847",0,"CAT"
"2752",-0.664393103565986,"GLUL"
