"","V2","V3"
"1571",-1.13187736639506,"CYP2E1"
"2938",-7.74330586260337,"GSTA1"
"7363",0,"UGT2B4"
"218",-1.24481665663097,"ALDH3A1"
"124",-4.20680154135859,"ADH1A"
"2052",-1.15304642110707,"EPHX1"
"1543",0,"CYP1A1"
"1544",2.18543862623301,"CYP1A2"
"1576",0,"CYP3A4"
"1553",0.278844463265021,"CYP2A13"
"8574",-1.48100029095184,"AKR7A2"
"1545",-3.4131892407111,"CYP1B1"
"6822",0,"SULT2A1"
"1555",-7.75863305472254,"CYP2B6"
"1109",-2.6246089457889,"AKR1C4"
"3290",-3.04477043889403,"HSD11B1"
"873",0,"CBR1"
"1548",0,"CYP2A6"
"1565",-0.680598535446259,"CYP2D6"
"1559",-4.47642507115775,"CYP2C9"
