"","V2","V3"
"218",-1.24481665663097,"ALDH3A1"
"2326",-6.43432477328577,"FMO1"
"1576",0,"CYP3A4"
"1565",-0.680598535446259,"CYP2D6"
"1544",2.18543862623301,"CYP1A2"
"1555",-7.75863305472254,"CYP2B6"
"1557",0,"CYP2C19"
"2938",-7.74330586260337,"GSTA1"
"124",-4.20680154135859,"ADH1A"
"7363",0,"UGT2B4"
"1559",-4.47642507115775,"CYP2C9"
"1548",0,"CYP2A6"
"4128",-1.72160963994472,"MAOA"
"316",-5.87540694616942,"AOX1"
"1571",-1.13187736639506,"CYP2E1"
"1558",-2.52392337830204,"CYP2C8"
"1577",-1.51360794914973,""
