"","V2","V3"
"81490",0.921613348300348,"PTDSS2"
"9791",0,"PTDSS1"
"8443",-0.460558288818083,"GNPAT"
"10162",1.46563581602789,"LPCAT3"
"10390",0,"CEPT1"
"5130",0,"PCYT1A"
"1119",1.21348697117914,"CHKA"
"43",-1.47471228835087,"ACHE"
"1103",0.443401794856249,"CHAT"
"5833",-0.507816542990983,"PCYT2"
"11145",0.765599313824147,"PLA2G16"
"5319",-2.27019920472263,"PLA2G1B"
"1606",-1.50160427134002,"DGKA"
"8611",-1.19315078298163,"PPAP2A"
"5337",0,"PLD1"
"10554",-0.679902061334276,"AGPAT1"
"10423",0,"CDIPT"
"162466",0,""
"57678",1.26741547932957,"GPAM"
"2819",-4.39002525944409,"GPD1"
"2820",0.24657991903296,"GPD2"
"3931",-0.925176762507965,"LCAT"
"10434",0,"LYPLA1"
"10908",-0.273853899320418,"PNPLA6"
"1040",0,"CDS1"
"56985",-0.749059763837938,"ADPRM"
"23761",0.821703439216596,"PISD"
"10400",-0.44935722031733,"PEMT"
"9489",-0.46846816117666,"PGS1"
"54675",0,"CRLS1"
"56894",0,"AGPAT3"
"6901",0,"TAZ"
"9926",-0.328172809345084,"LPGAT1"
"64850",-5.5469993605748,"ETNPPL"
