"","V2","V3"
"34",-1.93246532948667,"ACADM"
"1892",-0.962273254363623,"ECHS1"
"26275",-1.15064703167434,"HIBCH"
"23417",0,"MLYCD"
"4329",-1.51775639126267,"ALDH6A1"
"18",-2.62037277894356,"ABAT"
"57571",0,"CARNS1"
"2571",1.08753173882873,"GAD1"
"6611",-0.411337932338431,"SMS"
"6723",0,"SRM"
"314",0,"AOC2"
"217",-1.85880424240803,"ALDH2"
"51733",-6.24455686046589,"UPB1"
"1807",-8.49143249502695,"DPYS"
"1806",0,"DPYD"
"84735",-3.48408911576242,"CNDP1"
"218",-1.24481665663097,"ALDH3A1"
"55748",-1.14793884165127,"CNDP2"
"54498",-0.886199752482481,"SMOX"
