"","V2","V3"
"6898",-2.51488431926963,"TAT"
"55256",-0.979596250808305,"ADI1"
"51074",0,"APIP"
"84245",-1.04274536549337,"MRI1"
"4507",-0.521032790602469,"MTAP"
"6723",0,"SRM"
"262",-1.09200936113809,"AMD1"
"1491",-1.18071204718107,"CTH"
"875",-2.13542830602665,"CBS"
"4548",0,"MTR"
"635",-7.93333407232879,"BHMT"
"4143",-3.78753387637048,"MAT1A"
"191",-0.806885217275654,"AHCY"
"1786",0,"DNMT1"
"259307",0,"IL4I1"
"58478",0.541278630481916,"ENOPH1"
"10993",3.67062978627344,"SDS"
"2805",0.576496104799805,"GOT1"
"1036",-4.80150697781329,"CDO1"
"4357",-0.853451036334521,"MPST"
"3939",0,"LDHA"
"6611",-0.411337932338431,"SMS"
"4190",0,"MDH1"
